Nombre;ALDESA;ARAMAYO;ARAMSA;AZVI;CAME;CASA;BALZOLA;DURAN;MAYO;COSAPI;REYNA;GYM;ICCGSA;IESA;JJC;JOHE SA;OBRAINSA;ODEBRECHT;SUPERCONC;SVC;Otras empresas (Individuales);Otras empresas (Consorcio)
308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
309;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
310;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
311;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
315;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;1
316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
317;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;
320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
321;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1
322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;
323;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
324;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;
325;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
326;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
327;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;
328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
329;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;
330;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
332;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;1
336;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;;
337;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;;
338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
347;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1
348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
350;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;;
351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1
353;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
354;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;
355;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;
356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;1
